0.016682, 70, 0,
0.416683, 0, 70,
0.582775, 0, 70,
0.606015, 0, 70,
0.626321, 0, 70,
0.64752, 0, 70,
0.669438, 0, 70,
0.690392, 0, 70,
0.711332, 0, 70,
0.732348, 0, 70,
0.768052, 0, 70,
0.787776, 0, 70,
0.815602, 0, 70,
0.840905, 0, 70,
0.862659, 0, 70,
0.882892, 0, 70,
0.905424, 0, 70,
0.926018, 0, 70,
0.94692, 0, 70,
0.966196, 0, 70,
0.98639, 0, 70,
1.006842, 0, 70,
1.027142, 0, 70,
1.047634, 0, 70,
1.068232, 0, 70,
1.088929, 0, 70,
1.110442, 0, 70,
1.130956, 0, 70,
1.150951, 0, 70,
1.170561, 0, 70,
1.192181, 0, 70,
1.213549, 0, 70,
1.233166, 0, 70,
1.253711, 0, 70,
1.275768, 0, 70,
1.296664, 0, 70,
1.316698, 0, 70,
1.338443, 0, 70,
1.358939, 0, 70,
1.379312, 0, 70,
1.399262, 0, 70,
1.419912, 0, 70,
1.441449, 0, 70,
1.461995, 0, 70,
1.483505, 0, 70,
1.503603, 0, 70,
1.524668, 0, 70,
1.544857, 0, 70,
1.565315, 0, 70,
1.585281, 0, 70,
1.604968, 0, 70,
1.624607, 0, 70,
1.644412, 0, 70,
1.664502, 0, 70,
1.685729, 0, 70,
1.70611, 0, 70,
1.725701, 0, 70,
1.746229, 0, 70,
1.76703, 0, 70,
1.787533, 0, 70,
1.807761, 0, 70,
1.828508, 0, 70,
1.848422, 0, 70,
1.869392, 0, 70,
1.891039, 0, 70,
1.911572, 0, 70,
1.931359, 0, 70,
1.951609, 0, 70,
1.97191, 0, 70,
1.992262, 0, 70,
2.012593, 0, 70,
2.032298, 0, 70,
2.052248, 0, 70,
2.073793, 0, 70,
2.095011, 0, 70,
2.11584, 0, 70,
2.136137, 0, 70,
2.156155, 0, 70,
2.177715, 0, 70,
2.198131, 0, 70,
2.219047, 0, 70,
2.239712, 0, 70,
2.26066, 0, 70,
2.281197, 0, 70,
2.301936, 0, 70,
2.322435, 0, 70,
2.343749, 0, 70,
2.365272, 0, 70,
